,Year,Title,0,1,2,3,4,5,6,7,8,9
2557,42,615,15,15,15,15,15,15,15,15,15,15
2558,47,2995,15,15,15,15,15,15,15,15,15,15
2559,123,6906,2,2,15,15,2,15,15,15,2,15
2560,80,7764,0,0,15,0,15,15,0,0,0,15
2561,71,9426,15,15,15,15,15,15,15,15,15,15
2562,47,6464,12,12,1,12,12,12,12,1,1,1
2563,102,4521,7,15,15,15,7,7,7,15,7,7
2564,105,8026,15,7,15,15,15,7,7,15,15,15
2565,91,5575,15,7,15,7,7,15,15,7,7,7
2566,101,9001,7,15,7,7,15,15,7,7,15,15
2567,144,8758,7,7,15,15,15,7,15,7,7,7
2568,141,2491,9,14,9,9,14,15,14,9,14,9
2569,80,7570,15,15,0,0,0,0,0,0,0,0
2570,123,2010,19,18,18,7,19,19,7,17,12,18
2571,80,1813,18,17,17,18,18,7,17,18,17,17
2572,114,6662,18,12,11,7,12,11,12,12,17,18
2573,81,8717,15,7,7,15,7,15,7,16,16,16
2574,85,5594,9,9,15,7,9,15,7,9,7,15
2575,42,6838,7,7,7,7,7,7,7,7,7,7
2576,61,1991,4,13,4,4,4,13,13,13,4,13
2577,26,1213,15,15,15,12,15,15,12,12,12,15
2578,31,3106,15,15,15,15,15,15,15,15,15,15
2579,101,2966,16,16,16,15,15,15,12,15,12,12
2580,42,6268,15,15,15,15,15,15,15,15,15,15
2581,114,7052,12,12,12,12,12,12,12,12,12,12
2582,74,3258,15,15,15,15,15,15,15,15,15,15
2583,54,6298,9,9,9,0,7,13,7,7,7,0
2584,54,3335,0,15,0,15,0,15,0,15,15,0
2585,54,2142,0,12,12,0,0,0,12,0,0,12
2586,50,3056,15,15,15,15,15,15,15,13,13,15
2587,50,8115,15,15,15,15,15,15,15,15,15,15
2588,85,6667,15,8,8,15,8,15,8,15,15,8
2589,118,7523,13,13,15,15,11,11,11,15,15,11
2590,88,9420,15,12,0,12,12,12,0,15,0,15
2591,114,7786,17,12,12,12,17,12,12,12,12,12
2592,118,912,15,15,15,5,15,15,5,15,15,5
2593,37,6722,15,15,15,15,15,15,15,15,15,15
2594,66,9418,15,15,15,15,15,15,15,15,15,15
2595,70,5779,11,15,15,15,11,15,15,11,11,15
2596,29,1191,11,19,15,11,11,11,15,19,19,11
2597,94,375,12,12,12,12,12,12,12,12,12,12
2598,79,7719,13,19,19,13,13,13,13,19,19,13
2599,83,1783,15,0,15,0,0,15,0,0,0,0
2600,123,4671,8,8,8,8,4,8,8,4,8,4
2601,26,8162,12,12,12,15,15,12,12,15,12,12
2602,101,4069,15,15,15,15,15,15,15,15,15,15
2603,91,7537,0,11,11,0,0,17,17,0,11,11
2604,85,7667,0,0,15,15,0,0,15,15,15,0
2605,54,7755,12,0,0,0,15,15,15,12,12,15
2606,54,6071,1,18,18,1,18,18,1,18,1,18
2607,54,7370,13,13,13,13,13,13,13,13,13,13
2608,80,2120,12,17,11,11,11,17,17,11,17,17
2609,58,8163,0,11,11,0,12,11,11,11,12,0
2610,95,5980,11,5,5,15,15,11,5,11,15,15
2611,42,2127,15,15,15,15,15,15,15,15,15,15
2612,92,7230,12,12,12,12,12,12,12,12,12,12
2613,61,1681,15,15,15,15,15,15,15,15,15,15
2614,123,2150,15,15,13,8,8,13,8,13,15,15
2615,52,4677,12,15,15,12,12,12,15,12,15,15
2616,91,1976,0,12,0,0,12,12,12,0,0,0
2617,114,4379,15,15,15,15,15,15,15,15,15,15
2618,96,1281,4,4,15,15,19,4,15,19,4,4
2619,94,5041,15,12,12,15,12,15,12,12,12,12
2620,101,9175,13,4,4,13,4,13,13,13,15,15
2621,71,1797,12,12,12,12,15,15,15,15,15,15
2622,139,4451,12,12,12,12,12,12,12,12,12,12
2623,94,1409,13,13,5,5,7,13,15,5,13,13
2624,54,7662,13,13,13,15,15,13,15,15,13,15
2625,54,6469,12,12,12,12,12,12,12,12,12,12
2626,54,3761,0,0,0,15,0,0,0,15,15,0
2627,54,4530,15,13,15,13,13,15,13,13,15,13
2628,54,1065,15,15,15,15,15,15,15,15,15,15
2629,54,7946,12,12,12,0,12,12,0,12,0,12
2630,65,1860,12,0,0,12,17,12,12,17,17,0
2631,61,2568,7,16,15,15,7,16,7,16,15,15
2632,47,7301,12,15,15,12,12,15,15,12,12,15
2633,116,6398,12,0,12,0,0,0,12,12,12,0
2634,81,3148,12,12,12,12,12,12,12,12,12,12
2635,47,5838,15,15,15,12,15,12,15,15,15,15
2636,101,8911,7,13,19,7,13,19,13,19,13,13
2637,80,8375,15,15,0,0,0,0,0,15,15,0
2638,116,8939,9,13,9,9,13,9,13,13,13,13
2639,123,4248,15,12,0,15,15,0,0,15,12,15
2640,54,4860,15,15,15,15,15,15,15,15,15,15
2641,54,3737,13,4,13,9,8,8,8,13,13,13
2642,54,1464,15,15,0,15,15,15,0,15,12,15
2643,54,7414,12,12,12,12,12,12,15,12,15,15
2644,50,1594,12,12,12,12,12,12,12,12,12,12
2645,54,6139,10,10,10,10,10,10,10,10,10,10
2646,105,5633,15,12,15,12,12,15,15,15,15,12
2647,52,2457,12,12,12,12,12,12,12,12,12,12
2648,96,2215,15,2,15,15,15,15,15,2,15,2
2649,23,9298,13,15,13,13,8,8,13,8,13,15
2650,65,4706,15,15,12,15,15,15,12,12,15,15
2651,97,1534,12,2,2,2,2,2,0,12,12,0
2652,92,8749,8,8,8,8,8,8,8,8,8,8
2653,94,2102,13,9,15,15,9,15,13,15,9,9
2654,130,8494,12,12,12,12,12,12,12,12,12,12
2655,54,6646,15,13,13,13,13,13,15,13,15,15
2656,54,5494,15,15,0,15,15,0,15,15,15,0
2657,54,7051,7,16,7,13,16,7,13,13,13,16
2658,50,2654,0,0,15,15,0,0,15,15,15,0
2659,52,5731,13,4,13,4,4,13,4,13,13,13
2660,77,8298,12,0,0,0,15,12,12,12,15,0
2661,54,5158,8,7,8,7,8,8,7,8,7,8
2662,54,5023,12,18,18,18,18,18,12,18,12,18
2663,54,2441,15,12,12,15,12,12,12,12,12,12
2664,54,4316,12,15,15,12,12,12,15,12,12,12
2665,54,2646,0,0,12,15,15,12,0,0,0,15
2666,50,6090,12,0,12,0,12,12,0,12,12,12
2667,82,1966,15,15,15,12,15,12,12,12,15,12
2668,54,4365,12,15,12,12,15,15,12,12,12,12
2669,114,5339,8,8,8,8,19,19,8,8,8,8
2670,26,1092,8,19,8,19,19,19,8,8,8,8
2671,84,326,8,8,19,19,19,19,8,19,19,8
2672,101,9393,7,19,7,8,19,7,7,8,8,19
2673,42,1817,0,15,0,0,15,0,0,15,0,15
2674,54,2724,15,7,15,15,7,7,7,11,7,15
2675,54,1836,15,15,15,15,15,15,15,15,15,15
2676,50,8479,12,12,12,12,12,12,12,12,12,12
2677,92,3534,13,7,7,15,13,0,15,13,15,15
2678,130,4136,15,15,15,15,15,0,15,0,15,0
2679,130,2719,8,8,8,8,8,8,8,8,8,8
2680,102,4601,15,15,12,15,12,15,15,12,15,15
2681,92,8084,15,15,12,15,15,15,15,12,15,12
2682,105,3928,19,19,19,19,19,19,19,19,19,1
2683,54,1148,7,7,7,19,19,19,7,19,19,19
2684,54,7025,2,15,15,15,2,2,15,2,15,2
2685,54,2093,12,12,12,12,12,12,12,12,12,12
2686,54,7183,12,12,12,12,12,12,12,12,12,12
2687,54,7145,9,15,15,9,13,0,13,0,13,13
2688,98,6098,12,2,2,12,2,2,2,12,2,2
2689,23,2056,2,2,2,2,2,2,2,2,2,2
2690,49,9207,2,0,12,2,12,12,0,2,2,12
2691,91,3564,12,11,11,11,12,11,12,11,12,12
2692,82,765,10,10,10,10,10,10,10,10,10,10
2693,52,6264,12,12,12,0,0,0,12,12,0,12
2694,54,6605,1,11,18,18,1,18,11,1,18,11
2695,54,3693,12,12,12,0,12,0,0,12,12,0
2696,54,6958,12,12,12,12,12,12,12,12,12,12
2697,54,7599,12,9,9,9,12,12,9,12,9,12
2698,130,7815,12,12,12,12,12,12,12,12,12,12
2699,64,5754,12,12,12,12,12,12,12,12,12,12
2700,54,644,7,13,13,11,7,7,13,11,7,11
2701,54,8798,12,12,5,11,5,12,7,7,7,5
2702,50,2769,10,10,10,10,10,10,10,10,10,10
2703,50,5423,12,12,12,12,12,12,12,12,12,12
2704,23,8891,13,8,13,13,13,8,13,13,8,8
2705,34,3406,15,0,7,16,15,16,16,16,15,16
2706,35,3144,11,11,12,11,12,0,0,0,12,0
2707,145,8601,9,12,12,9,12,12,9,12,12,9
2708,95,2066,0,7,13,13,0,13,13,0,7,7
2709,137,8391,13,13,13,13,13,13,13,13,13,13
2710,29,617,7,13,13,13,13,13,13,7,7,13
2711,91,6618,15,15,15,15,15,15,15,15,15,15
2712,71,4676,11,19,7,19,19,7,13,19,13,19
2713,102,2211,13,7,11,11,13,7,11,13,11,13
2714,63,1029,15,15,15,15,15,12,15,15,12,12
2715,20,7518,15,15,15,15,15,15,15,15,15,15
2716,141,4204,15,15,15,15,7,7,16,16,16,16
2717,54,7982,12,12,12,12,12,12,12,12,12,12
2718,63,5171,19,19,19,19,19,8,19,8,8,8
2719,130,7739,15,15,15,15,15,15,15,15,15,15
2720,130,784,8,8,8,8,8,8,8,8,8,8
2721,99,4642,10,10,10,10,10,10,10,10,10,10
2722,37,5511,15,16,16,15,11,7,7,16,15,16
2723,60,6260,15,15,15,15,15,15,15,15,15,15
2724,74,4773,8,19,8,8,8,8,8,19,8,8
2725,47,7328,8,19,8,13,13,8,19,13,8,8
2726,80,5113,19,19,13,19,19,8,19,19,8,8
2727,80,8904,8,19,13,19,13,19,13,13,13,19
2728,114,7313,19,13,8,19,19,19,19,8,13,8
2729,144,6118,13,8,8,13,19,8,19,8,19,8
2730,42,8692,12,7,7,12,9,12,9,9,12,9
2731,139,1202,15,15,15,15,0,15,0,15,15,0
2732,52,3943,12,12,12,12,12,12,12,12,12,12
2733,102,6393,5,12,5,12,5,12,5,5,5,12
2734,102,1396,11,18,18,11,18,11,11,18,11,11
2735,101,8325,18,18,11,18,11,11,11,11,11,11
2736,29,1369,18,18,12,11,11,18,18,11,15,11
2737,43,1425,2,0,12,0,2,12,12,2,12,2
2738,29,5168,8,15,8,15,8,8,8,8,8,8
2739,52,1414,10,10,10,10,10,10,10,10,10,10
2740,97,5659,15,15,15,15,15,15,15,15,15,15
2741,116,769,2,10,10,2,2,10,2,10,10,2
2742,42,8723,10,10,10,10,10,10,10,10,10,10
2743,72,9117,7,7,5,5,15,7,13,7,13,13
2744,60,8649,9,9,9,9,13,7,9,13,15,13
2745,81,2483,9,14,9,15,14,15,15,9,14,15
2746,47,2085,0,15,0,15,15,0,0,15,0,15
2747,91,1183,15,15,15,15,0,15,12,0,0,15
2748,123,5162,13,13,13,13,8,8,19,8,13,19
2749,42,255,11,11,11,11,11,1,1,1,11,11
2750,105,6755,12,12,12,12,12,12,12,12,12,12
2751,92,3504,12,12,12,12,12,12,12,12,12,12
2752,91,1937,12,12,12,12,12,12,12,12,12,12
2753,92,9602,12,12,12,12,12,12,12,12,12,12
2754,85,1021,8,8,8,8,12,12,12,12,12,12
2755,91,9153,8,8,12,12,8,12,12,12,8,12
2756,47,2687,12,8,12,8,12,12,12,8,8,12
2757,47,2480,12,8,8,8,8,12,12,12,12,8
2758,85,3979,12,12,19,13,12,8,19,8,13,12
2759,123,4845,19,7,19,19,19,19,7,13,13,13
2760,101,4724,19,19,19,19,7,7,19,19,19,7
2761,81,8714,11,0,15,11,19,15,11,19,11,15
2762,81,1368,15,15,15,15,19,19,15,15,15,19
2763,42,9238,19,19,9,15,13,13,13,9,19,19
2764,71,6668,7,7,19,7,7,11,11,11,11,11
2765,116,1086,11,13,13,19,19,11,7,7,7,7
2766,91,407,19,11,11,19,19,19,11,7,19,19
2767,123,1699,7,7,0,7,0,12,7,7,12,12
2768,101,5103,8,4,14,8,14,8,14,14,13,4
2769,85,4582,0,15,0,0,15,0,0,0,15,0
2770,81,4953,13,13,8,13,13,13,8,8,8,8
2771,52,1321,8,8,8,8,8,8,8,8,8,8
2772,42,9582,9,13,13,9,13,13,9,13,12,13
2773,52,8422,15,15,15,15,15,15,15,15,15,15
2774,80,9225,12,12,12,12,12,12,12,12,12,12
2775,123,7522,15,15,15,15,15,15,15,15,15,15
2776,42,8341,15,15,15,15,15,15,15,15,15,15
2777,101,879,12,12,12,9,12,9,9,9,9,9
2778,101,4900,9,12,7,12,7,9,12,9,7,15
2779,54,4394,7,7,9,7,9,7,7,9,7,7
2780,54,5907,12,0,12,12,12,12,12,12,0,0
2781,50,3135,15,15,15,15,15,15,15,15,15,15
2782,123,7145,15,15,15,15,15,15,15,15,15,15
2783,61,4550,15,15,15,16,16,15,16,15,15,16
2784,116,2627,2,1,1,1,1,1,1,1,1,2
2785,94,5496,13,13,13,13,7,13,7,13,7,7
2786,101,2307,8,5,5,5,5,8,5,5,5,5
2787,52,8860,13,9,14,14,14,14,9,13,13,15
2788,25,893,7,15,13,15,7,15,13,13,13,9
2789,102,8280,15,15,4,4,15,15,15,15,4,15
2790,116,786,15,15,15,15,15,13,13,15,15,13
2791,61,854,8,8,8,8,8,8,8,8,8,8
2792,60,1796,15,15,15,15,15,15,15,15,15,15
2793,60,4993,9,9,9,9,9,9,15,9,9,15
2794,83,2345,15,15,15,15,15,15,15,15,15,15
2795,23,4832,15,15,15,5,5,5,15,5,5,15
2796,102,3743,15,15,15,15,15,15,15,15,15,15
2797,41,7918,0,12,12,12,12,0,12,12,0,0
2798,85,6540,12,7,12,17,17,12,7,12,7,11
2799,60,3868,13,15,13,15,13,9,13,13,15,13
2800,35,421,16,16,15,15,15,15,16,15,15,15
2801,54,9434,0,0,12,12,0,0,0,12,12,0
2802,54,893,13,7,9,9,7,7,13,13,13,13
2803,54,3512,11,7,7,11,1,19,1,19,19,7
2804,50,4522,15,15,15,15,15,15,15,15,15,15
2805,50,4130,15,15,15,15,15,15,15,15,15,15
2806,54,7205,18,1,1,18,18,1,18,12,12,18
2807,54,5278,11,11,12,12,12,11,12,11,12,12
2808,54,8845,16,7,16,7,15,15,7,15,16,7
2809,54,5393,12,1,17,17,17,1,17,12,17,18
2810,54,3744,13,15,13,15,15,15,15,15,15,13
2811,54,5137,15,15,15,15,15,15,15,15,15,15
2812,47,4444,13,15,13,19,13,19,13,15,13,15
2813,29,4238,12,12,12,12,12,12,12,12,12,12
2814,114,1223,7,13,9,9,15,7,7,15,9,13
2815,85,9169,7,7,13,13,9,13,13,7,13,9
2816,80,2708,9,13,9,9,7,7,9,7,9,7
2817,123,1746,9,0,0,9,15,9,15,15,15,0
2818,81,4364,7,7,7,7,7,7,16,7,7,16
2819,91,2906,7,7,7,16,16,16,16,7,7,16
2820,42,8864,16,16,7,16,7,7,16,7,16,7
2821,102,5453,7,7,7,7,7,7,7,7,7,7
2822,81,3202,13,19,13,13,13,8,19,19,8,8
2823,60,6993,17,11,7,7,11,11,7,7,17,11
2824,123,7252,12,12,12,12,12,12,12,12,12,12
2825,80,6181,0,0,15,12,12,0,15,15,15,12
2826,82,7056,15,9,15,15,15,9,15,9,15,9
2827,54,5245,17,17,17,12,12,17,17,17,17,12
2828,54,495,8,8,12,8,12,8,8,12,8,8
2829,50,3499,12,12,12,12,12,12,12,12,12,12
2830,50,6758,12,12,12,12,12,12,12,12,12,12
2831,99,5364,4,15,15,15,4,4,15,15,15,4
2832,137,525,15,15,15,15,15,15,15,15,15,15
2833,54,4251,15,15,15,15,15,15,15,15,15,15
2834,81,4424,15,15,15,15,15,15,15,15,15,15
2835,86,163,0,0,15,5,15,15,5,15,5,15
2836,54,6000,11,19,19,19,11,11,11,7,7,19
2837,54,3674,12,15,15,15,15,12,12,12,12,15
2838,50,9239,15,15,15,15,15,15,15,15,15,15
2839,54,577,13,13,13,13,13,13,13,13,13,13
2840,54,1916,4,4,4,15,4,4,4,8,15,15
2841,54,9550,18,18,18,18,18,18,18,18,1,18
2842,67,2754,15,15,15,4,4,15,15,4,4,15
2843,52,8372,7,19,19,7,19,7,7,7,7,7
2844,95,1738,5,5,5,5,5,5,5,5,5,5
2845,29,8958,17,11,11,17,17,17,11,11,17,17
2846,66,6209,15,15,15,16,15,16,15,16,15,16
2847,80,7294,12,12,12,12,12,12,12,12,12,12
2848,52,193,15,15,15,13,13,13,13,15,13,13
2849,130,3960,16,16,16,16,15,15,15,16,15,16
2850,96,5434,12,12,12,12,12,12,12,12,12,12
2851,61,8032,15,15,15,15,15,15,15,15,15,15
2852,70,5351,12,12,12,12,12,12,12,12,12,12
2853,91,240,15,15,15,15,15,15,15,15,15,15
2854,91,2566,12,12,12,12,12,12,12,12,12,12
2855,54,3300,12,12,12,12,12,12,12,12,12,12
2856,50,8915,15,15,15,15,0,0,0,15,0,15
2857,50,1558,15,15,15,15,15,15,15,15,15,15
2858,54,4868,15,0,15,0,0,0,15,0,0,0
2859,54,2328,0,12,0,15,12,0,12,12,0,15
2860,54,3884,13,13,13,19,8,8,8,13,8,19
2861,54,3283,7,19,7,11,19,7,11,12,7,7
2862,54,8738,12,13,12,8,12,12,13,13,13,8
2863,54,4768,12,12,12,12,12,12,12,12,12,12
2864,118,1931,8,8,8,8,8,8,8,8,8,8
2865,23,652,19,8,8,8,8,8,19,19,8,8
2866,130,2692,0,15,11,0,0,11,15,0,0,0
2867,114,8531,13,13,13,13,13,13,13,13,13,13
2868,64,3853,7,16,7,12,7,16,16,16,16,12
2869,42,2194,17,13,19,8,8,7,13,8,17,17
2870,144,5695,8,8,8,8,8,8,8,8,8,8
2871,82,1615,8,8,8,8,8,8,8,8,8,8
2872,42,8111,8,8,8,8,8,8,8,8,8,8
2873,123,8991,7,12,12,12,12,12,12,12,7,7
2874,92,3739,8,8,8,8,8,8,8,8,8,8
2875,47,175,15,15,15,15,15,15,15,15,15,15
2876,30,2871,15,15,15,15,15,15,15,15,15,15
2877,92,1469,12,12,12,12,12,12,12,12,12,12
2878,102,7759,8,8,8,8,8,8,8,8,8,8
2879,98,5512,4,13,13,13,4,13,4,8,8,13
2880,54,3964,12,12,12,12,12,12,12,12,12,12
2881,54,4157,12,12,12,12,12,12,12,12,12,12
2882,50,2103,0,0,15,15,0,0,15,0,15,0
2883,54,7491,13,13,13,13,13,13,13,13,13,13
2884,54,8183,12,12,12,12,12,12,12,12,12,12
2885,54,7100,10,10,10,10,10,10,10,10,10,10
2886,54,9099,12,12,12,12,12,12,12,12,12,12
2887,54,7721,12,12,12,12,12,12,12,12,12,12
2888,54,3569,13,13,8,8,15,15,15,15,8,15
2889,50,788,19,7,11,19,7,11,11,11,19,11
2890,54,8222,12,12,10,12,12,10,10,10,12,12
2891,42,5739,7,12,12,12,7,0,7,9,0,9
2892,80,8126,12,12,12,12,12,12,12,12,12,12
2893,115,2705,15,15,15,15,15,15,15,15,15,15
2894,108,2420,15,5,5,5,5,5,15,15,15,15
2895,67,5340,15,15,15,15,15,15,15,15,15,15
2896,72,4806,12,5,5,12,12,12,5,5,12,5
2897,81,8575,17,7,11,7,17,7,17,17,17,11
2898,54,1579,7,7,13,13,13,7,13,13,13,13
2899,54,5686,12,12,12,12,12,12,12,12,12,12
2900,54,8452,12,12,12,12,12,12,12,12,12,12
2901,54,1262,0,0,15,15,0,0,15,15,15,0
2902,54,823,17,7,17,7,17,17,11,17,17,11
2903,54,1949,9,9,15,0,13,15,15,13,0,13
2904,50,7265,15,15,15,15,15,15,15,15,15,15
2905,54,1151,13,9,13,9,9,9,13,9,9,13
2906,54,8978,9,13,13,13,13,13,13,13,13,13
2907,54,5003,15,15,15,15,15,15,15,15,15,15
2908,54,6520,7,7,7,7,7,7,12,12,7,12
2909,54,8219,9,15,13,9,9,13,15,9,13,13
2910,54,2791,15,12,12,12,15,12,15,15,12,15
2911,54,991,15,15,15,15,15,15,12,15,15,15
2912,54,6158,13,9,9,9,13,13,9,13,13,13
2913,54,1456,8,8,8,8,8,8,8,8,8,8
2914,54,1056,0,12,12,12,0,12,12,0,12,0
2915,54,4658,2,2,2,15,2,2,2,15,15,2
2916,54,250,12,12,12,12,12,12,12,12,12,12
2917,54,4221,15,15,15,15,15,15,12,15,15,15
2918,54,2329,15,15,15,15,15,15,15,15,15,15
2919,54,7365,15,15,15,15,15,15,15,15,15,15
2920,54,8537,15,15,15,15,15,15,15,15,15,15
2921,101,8216,8,8,8,8,8,8,8,8,8,8
2922,42,8616,8,8,8,8,8,8,8,8,8,8
2923,52,632,8,8,8,8,8,8,8,8,8,8
2924,114,8660,17,4,17,4,15,15,15,0,4,0
2925,137,3596,12,12,12,12,12,12,12,12,12,12
2926,81,4219,12,12,12,12,12,15,12,15,12,12
2927,37,2633,11,11,19,19,11,11,19,11,11,19
2928,99,3294,11,11,19,19,19,19,11,11,11,19
2929,131,1714,8,12,12,12,8,12,8,12,8,12
2930,115,7934,12,12,12,12,12,12,12,12,12,12
2931,43,3198,19,19,11,19,8,19,8,8,11,8
2932,110,2469,8,8,19,19,19,8,19,8,8,8
2933,67,9006,19,19,8,8,19,8,8,19,19,19
2934,81,8281,19,13,19,19,19,19,19,19,19,19
2935,105,1959,8,8,8,8,8,8,8,8,8,8
2936,101,434,8,8,8,8,8,8,8,8,8,8
2937,123,4323,8,8,8,8,8,8,8,8,8,8
2938,85,7875,8,8,8,8,8,8,8,8,8,8
2939,123,825,8,8,8,8,8,8,8,8,8,8
2940,54,4911,12,12,12,12,12,12,12,12,12,12
2941,54,3272,11,11,11,18,18,18,11,1,18,1
2942,54,7464,7,13,13,13,7,13,7,7,13,15
2943,25,7464,9,13,9,7,13,15,15,13,13,15
2944,54,2149,12,12,12,12,12,12,12,12,12,12
2945,54,6437,15,15,15,15,15,15,15,15,15,15
2946,54,7002,15,15,15,15,15,15,15,15,15,15
2947,54,6678,15,15,15,15,15,15,15,15,15,15
2948,54,1284,15,13,13,15,15,15,15,13,15,13
2949,54,476,12,12,0,12,12,12,12,12,0,0
2950,54,9338,12,12,12,12,12,12,12,12,12,12
2951,25,569,15,15,7,15,7,7,7,7,15,15
2952,29,7962,15,15,15,15,15,15,15,15,15,15
2953,66,6015,11,19,11,19,11,7,11,7,19,19
2954,101,7167,12,8,8,8,8,12,8,8,12,12
2955,137,2089,2,2,2,2,2,2,2,2,2,2
2956,49,5981,18,1,1,18,18,18,1,18,1,1
2957,86,2669,14,14,14,15,15,14,15,15,14,14
2958,98,1629,14,9,14,14,14,14,14,9,14,9
2959,54,7305,15,15,15,15,15,15,15,15,15,15
2960,54,3184,12,12,12,12,12,12,12,12,12,12
2961,54,1692,15,15,15,15,15,15,15,15,15,15
2962,116,6357,12,12,4,4,12,4,12,4,4,12
2963,144,9558,12,12,7,12,12,7,12,7,7,12
2964,54,7660,13,8,13,9,4,8,9,13,9,4
2965,54,939,18,18,18,18,18,11,11,18,18,11
2966,54,6120,12,7,12,7,12,7,12,7,12,12
2967,54,4673,0,0,0,15,15,0,15,15,15,0
2968,54,9067,12,12,12,12,12,12,12,12,12,12
2969,54,7216,15,15,15,15,15,15,15,15,15,15
2970,54,884,7,13,13,13,7,13,13,19,13,19
2971,54,1595,0,0,15,15,15,15,0,0,15,15
2972,25,1519,11,7,7,11,13,13,7,13,7,13
2973,94,8641,15,16,16,16,16,16,16,15,15,16
2974,54,8355,7,7,13,19,13,13,7,13,7,7
2975,54,7909,0,0,0,0,0,15,15,0,0,0
2976,54,751,18,12,17,18,12,17,18,18,12,12
2977,50,8567,10,10,10,10,10,10,10,10,10,10
2978,54,8569,18,1,12,12,1,18,18,18,12,1
2979,54,7690,12,12,12,18,12,12,12,12,18,18
2980,54,201,15,0,16,16,15,15,0,0,16,16
2981,54,7173,0,0,15,0,15,0,0,15,15,0
2982,54,6965,15,15,15,15,19,19,19,15,15,15
2983,54,473,0,15,15,7,0,7,0,7,15,7
2984,54,2849,12,7,12,17,11,12,7,7,11,7
2985,54,1341,15,15,15,15,15,15,15,15,15,15
2986,54,9315,11,7,7,7,11,11,7,7,11,11
2987,81,775,15,11,15,11,15,11,15,11,15,15
2988,101,2902,12,12,12,12,12,12,12,12,12,12
2989,42,4857,12,12,12,12,12,12,12,12,12,12
2990,101,1647,13,13,7,11,11,11,13,13,11,7
2991,85,1678,19,1,19,1,1,18,19,18,11,11
2992,101,961,15,15,15,15,15,15,15,15,15,15
2993,47,9098,15,15,16,16,16,15,15,15,16,16
2994,42,972,15,15,15,15,15,15,15,15,15,15
2995,91,2444,12,12,12,12,12,12,12,12,12,12
2996,54,7078,13,9,9,13,12,12,12,12,13,12
2997,42,6869,12,12,15,15,12,15,12,15,12,15
2998,54,946,15,15,0,0,15,15,0,15,15,15
2999,54,8865,12,19,12,12,12,19,19,12,12,12
3000,54,6351,17,11,17,1,12,17,11,18,11,17
3001,54,2324,15,15,15,15,15,15,15,15,15,15
3002,54,2576,12,12,0,12,0,12,12,0,12,12
3003,54,5585,15,15,15,15,15,15,15,15,15,15
3004,54,1744,13,13,13,13,13,13,13,13,13,13
3005,54,3610,15,15,15,15,15,15,15,15,15,15
3006,54,4661,15,15,15,15,15,15,15,15,15,15
3007,54,7166,15,15,12,12,12,15,12,0,12,15
3008,54,9367,0,0,0,0,0,0,0,0,0,0
3009,54,2151,12,9,12,12,9,9,12,9,9,9
3010,54,5534,12,11,9,11,12,9,12,12,9,9
3011,54,9477,12,15,12,12,12,12,15,12,15,15
3012,54,2803,8,8,8,8,8,8,8,8,8,8
3013,54,7500,0,5,0,15,5,15,0,15,15,0
3014,54,8311,12,12,12,12,12,12,12,12,12,12
3015,54,1301,16,13,13,13,13,13,15,15,15,16
3016,54,7220,13,15,15,9,9,13,15,13,13,13
3017,54,1035,5,0,0,0,5,0,5,0,5,5
3018,54,2744,8,15,8,15,8,15,15,15,8,15
3019,101,1060,14,9,4,13,9,14,4,4,13,4
3020,105,3431,18,18,2,18,18,2,2,2,2,2
3021,80,9026,12,12,12,12,12,12,12,12,12,12
3022,105,3875,15,15,0,0,15,15,15,0,0,15
3023,66,2549,15,16,16,7,16,5,15,16,15,15
3024,85,1918,9,9,9,9,9,15,9,15,9,9
3025,30,5879,15,15,15,15,15,15,15,15,15,15
3026,114,4175,16,16,16,16,15,16,16,16,16,16
3027,66,9274,19,19,19,8,8,19,19,19,19,19
3028,109,8866,13,9,9,15,13,15,13,9,15,9
3029,109,5229,7,12,12,12,12,7,7,12,12,12
3030,109,7740,15,0,0,0,15,0,15,0,0,15
3031,54,8203,15,15,15,15,15,15,15,15,15,15
3032,109,8018,9,15,13,4,4,13,4,15,4,15
3033,80,274,0,15,0,15,0,0,0,0,0,15
3034,42,7070,15,0,15,0,15,15,15,12,0,0
3035,52,7603,0,12,12,12,0,12,0,0,0,15
3036,60,7961,7,7,7,7,9,7,13,9,7,7
3037,102,5939,7,7,15,7,15,9,7,7,9,9
3038,42,6576,12,7,7,12,12,12,12,12,7,12
3039,114,4081,0,0,0,15,0,0,0,0,0,0
3040,109,2752,12,12,12,12,12,12,12,12,12,12
3041,109,2805,0,0,12,12,0,0,12,12,12,12
3042,50,8043,15,15,15,15,15,15,15,15,15,15
3043,54,3365,13,15,13,15,15,15,13,15,13,15
3044,101,3469,15,15,15,15,15,15,15,15,15,15
3045,101,2119,12,19,19,19,12,19,19,19,12,12
3046,101,2429,12,12,12,12,12,12,12,12,12,12
3047,101,9119,12,12,12,12,12,12,12,12,12,12
3048,101,7003,0,12,15,15,12,0,12,12,15,12
3049,101,2183,13,13,13,13,13,13,13,13,13,13
3050,101,5940,12,7,9,7,12,12,13,13,12,13
3051,81,9363,15,15,15,9,7,12,12,7,9,9
3052,101,1791,4,4,4,7,13,7,4,9,7,4
3053,101,1079,12,12,12,12,12,12,12,12,12,12
3054,101,2959,1,1,1,1,18,18,18,18,1,18
3055,101,2834,0,12,12,0,12,0,0,12,0,0
3056,101,7901,19,0,19,0,0,19,0,19,19,19
